#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1140_NODE_2366_length_710_cov_3.731298_1 -            236    0.0043    7.9  13.3   1   1    0.0003     0.005    7.7  13.3   415   539    59   182    24   220 0.40 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1140_NODE_2366_length_710_cov_3.731298_1 -            236    0.0099    6.5  14.4   1   1   0.00075     0.013    6.2  14.4    39   143    56   162    29   219 0.52 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta -            559 F1140_NODE_2366_length_710_cov_3.731298_1 -            236      0.24    2.0  17.0   1   1     0.019      0.32    1.6  17.0   446   546    63   165    43   210 0.39 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -            738 F1140_NODE_2366_length_710_cov_3.731298_1 -            236      0.79    0.3  18.6   1   1     0.057      0.97   -0.0  18.6     9   115    79   185    48   210 0.30 -
ALL_FINAL_RdRp_cores_0.3.clstr_1260.Palmdb.0.4.fasta -            460 F1141_NODE_677_length_1301_cov_3.052970_1 -            433   0.00011   13.0   0.2   1   1   2.4e-06   0.00016   12.4   0.2   107   133   248   274   233   301 0.89 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -           1216 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041  3.9e-102  335.2   2.3   1   1  9.7e-103  8.2e-102  334.2   2.1   147   874   142   808   115   867 0.73 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta          -            849 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   4.1e-87  285.5   1.0   1   1   4.8e-88   4.1e-87  285.5   1.0   165   701   268   818   207   864 0.79 -
Botybirnavirus.ALL_RdRp_Palmdb_0.4.fasta            -            622 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   1.3e-40  131.1   0.8   1   1   3.6e-41     3e-40  129.9   0.8    19   444   324   738   311   750 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta -            664 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.4e-34  110.1   0.9   1   3   6.4e-18   5.4e-17   53.3   0.0    30   250   330   542   306   551 0.85 -
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta -            664 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.4e-34  110.1   0.9   2   3   5.5e-18   4.6e-17   53.5   0.1   299   448   581   723   576   741 0.89 -
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta -            664 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.4e-34  110.1   0.9   3   3      0.12         1   -0.5   0.0   514   565   769   822   751   848 0.83 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta        -            925 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.3e-30   97.3   0.1   1   2      0.35       2.9   -1.8   2.4   610   716   137   234   117   249 0.53 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta        -            925 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.3e-30   97.3   0.1   2   2   3.9e-31   3.3e-30   97.3   0.1   174   502   377   694   350   748 0.86 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta              -            632 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   2.5e-10   31.5   0.0   1   1   5.8e-11     5e-10   30.5   0.0   367   453   575   659   502   705 0.73 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -            921 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.5e-09   28.3   3.6   1   2      0.17       1.5   -0.2   2.3   153   865   143   202    49   318 0.54 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -            921 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   3.5e-09   28.3   3.6   2   2   6.3e-10   5.4e-09   27.7   0.0   467   625   556   686   553   829 0.77 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -           1394 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   1.3e-05   15.9   0.1   1   2       0.2       1.7   -1.1   3.0   170   456   160   193    51   302 0.54 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -           1394 F1143_NODE_11_length_7548_cov_9.055652_2 -           1041   1.3e-05   15.9   0.1   2   2   1.5e-06   1.3e-05   15.9   0.1   758   816   578   636   546   659 0.88 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta -            671 F1143_NODE_41_length_4889_cov_2.043649_3 -           1014   0.00011   13.0   0.0   1   1   3.1e-06   0.00021   12.1   0.0   398   506   242   371   242   493 0.75 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -           1394 F1143_NODE_45_length_4797_cov_7.706242_2 -           1599      0.58    0.4  17.4   1   2     0.002      0.14    2.5  10.9    20   371    11   124     1   239 0.32 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -           1394 F1143_NODE_45_length_4797_cov_7.706242_2 -           1599      0.58    0.4  17.4   2   2     0.003       0.2    1.9   0.4   345   447  1276  1361  1256  1477 0.51 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1143_NODE_100_length_3933_cov_7.350954_1 -           1075       1.9   -1.0  18.8   1   1     0.048       3.2   -1.8  18.8    23   164   871  1012   849  1030 0.65 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta -            921 F1143_NODE_122_length_3777_cov_2.022837_2 -           1058    0.0011   10.2   3.5   1   2   1.9e-05    0.0013    9.9   0.0   554   669   380   474   380   519 0.61 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta -            921 F1143_NODE_122_length_3777_cov_2.022837_2 -           1058    0.0011   10.2   3.5   2   2     0.066       4.5   -1.8   2.5   289   407   675   827   576   913 0.58 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta -            849 F1143_NODE_170_length_3415_cov_1.741071_1 -            988   0.00026   11.6   0.0   1   1   8.1e-06   0.00055   10.5   0.0   505   564   357   418   334   457 0.90 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.106.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.106.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/c9/fb41f5af1ab9df290f4fc9605125cd
# Date:            Thu Jul 21 16:23:19 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1035_NODE_3141_length_1010_cov_1.809424_1 -            291      0.71    0.5  19.2   1   1     0.028      0.95    0.1  19.2   455   581    50   177     3   193 0.31 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -            738 F1035_NODE_3141_length_1010_cov_1.809424_1 -            291       1.1   -0.2  14.2   1   1     0.042       1.4   -0.6  14.2    27   142    59   177     6   199 0.50 -
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta -            720 F1035_NODE_3362_length_980_cov_1.810811_1 -            310   7.5e-06   17.1   0.6   1   2      0.14       9.9   -3.1   0.1    67   116    58   106    46   117 0.69 -
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta -            720 F1035_NODE_3362_length_980_cov_1.810811_1 -            310   7.5e-06   17.1   0.6   2   2   1.1e-07   7.5e-06   17.1   0.6    27   162   162   297   137   305 0.78 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -           1008 F1036_NODE_2_length_6945_cov_19.074020_2 -           2265   4.5e-60  196.5  24.6   1   3      0.57        19   -4.1   4.4   203   261   121   241    27   308 0.61 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -           1008 F1036_NODE_2_length_6945_cov_19.074020_2 -           2265   4.5e-60  196.5  24.6   2   3         2        68   -8.3  14.2    79   215   326   525   298   598 0.48 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -           1008 F1036_NODE_2_length_6945_cov_19.074020_2 -           2265   4.5e-60  196.5  24.6   3   3   1.3e-61   4.5e-60  196.5  24.6    57   674   704  1298   667  1371 0.81 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta     -            765 F1036_NODE_2_length_6945_cov_19.074020_2 -           2265   8.6e-48  155.4  16.2   1   3      0.61        21   -4.6   7.4    17   171   231   397   195   445 0.50 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta     -            765 F1036_NODE_2_length_6945_cov_19.074020_2 -           2265   8.6e-48  155.4  16.2   2   3      0.21       7.2   -3.1   1.1   112   171   548   627   444   748 0.55 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta     -            765 F1036_NODE_2_length_6945_cov_19.074020_2 -           2265   8.6e-48  155.4  16.2   3   3   2.5e-49   8.6e-48  155.4  16.2   191   655   883  1355   821  1460 0.78 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1036_NODE_8_length_4885_cov_4.507039_6 -            903      0.13    3.1  10.8   1   1    0.0028      0.19    2.5  10.8    19   185    97   260    81   368 0.62 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -           1394 F1036_NODE_2520_length_871_cov_0.914216_4 -            290    0.0025    8.3  17.4   1   1   4.3e-05    0.0029    8.0  17.4   186   436    49   254    14   285 0.55 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.39.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.39.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/35/0896fb0fe4213088f5c6c81fb93dd1
# Date:            Thu Jul 21 16:23:21 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1409_NODE_19_length_4222_cov_103.539237_1 -            829  9.8e-151  496.2   0.1   1   1  3.2e-151  1.3e-150  495.8   0.1   133   662   328   827   295   829 0.93 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta     -            959 F1409_NODE_19_length_4222_cov_103.539237_1 -            829  1.5e-130  429.5   0.0   1   1  4.4e-131  1.9e-130  429.2   0.0   135   675   339   829   310   829 0.96 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Nter_GDD.0.4.fasta     -            555 F1409_NODE_19_length_4222_cov_103.539237_1 -            829  1.3e-112  369.1   0.0   1   1  4.5e-113  1.9e-112  368.6   0.0    15   544   289   818   280   828 0.89 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Nter_GDD.0.4.fasta -            470 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   3.8e-77  252.3   0.0   1   2   3.9e-23   1.7e-22   72.2   0.0    16   212   378   569   363   575 0.88 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Nter_GDD.0.4.fasta -            470 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   3.8e-77  252.3   0.0   2   2   6.4e-55   2.7e-54  177.0   0.2   245   465   584   817   581   821 0.88 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta               -            671 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   1.5e-73  240.6   2.7   1   1   1.9e-73     8e-73  238.2   2.7    88   476   332   763   124   812 0.79 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta            -            860 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   5.3e-34  110.2   0.0   1   1   1.7e-34   7.4e-34  109.7   0.0   309   591   483   772   329   790 0.92 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta              -           1021 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   2.6e-12   38.2   0.0   1   1     1e-12   4.3e-12   37.4   0.0   480   636   521   686   518   691 0.94 -
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta     -            529 F1409_NODE_19_length_4222_cov_103.539237_1 -            829     8e-12   36.5   0.0   1   1   3.1e-12   1.3e-11   35.8   0.0   227   346   581   686   556   702 0.78 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta     -           1028 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   6.7e-11   33.6   0.2   1   1     2e-11   8.6e-11   33.2   0.2   419   681   496   742   300   799 0.68 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Nter_GDD.0.4.fasta     -            365 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   1.4e-10   33.2   0.0   1   1   5.9e-11   2.5e-10   32.4   0.0   115   190   584   657   578   666 0.93 -
ALL_FINAL_RdRp_cores_0.3.clstr_1039.Palmdb.0.4.fasta    -            499 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   1.3e-08   25.9   0.1   1   1   6.4e-09   2.7e-08   24.9   0.1   189   310   567   685   558   692 0.74 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -            604 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   1.5e-07   22.6   0.0   1   1   5.4e-08   2.3e-07   22.0   0.0   203   307   584   684   578   690 0.81 -
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta            -            942 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   7.2e-07   20.2   0.3   1   1   2.9e-07   1.3e-06   19.4   0.3   470   583   584   689   579   763 0.74 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta                  -            632 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   9.8e-06   16.4   0.7   1   1   3.4e-06   1.4e-05   15.8   0.7   321   432   582   703   534   807 0.74 -
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta          -            716 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   7.6e-05   13.6   0.0   1   1     3e-05   0.00013   12.9   0.0   338   391   643   687   638   694 0.92 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta            -            831 F1409_NODE_19_length_4222_cov_103.539237_1 -            829   0.00014   12.9   0.4   1   1   4.9e-05   0.00021   12.3   0.4   397   453   634   684   632   717 0.89 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta -            856 F1409_NODE_660_length_1625_cov_2.562420_3 -            248       2.4   -1.4  20.7   1   2     0.018       1.2   -0.5   2.3    86   134     9    57     4    71 0.70 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta -            856 F1409_NODE_660_length_1625_cov_2.562420_3 -            248       2.4   -1.4  20.7   2   2   0.00055     0.037    4.5  10.8    15    48   113   146   105   166 0.50 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1409_NODE_1030_length_1401_cov_2.696880_1 -            466   0.00087    9.9   7.7   1   1   1.9e-05    0.0013    9.3   7.7    16   163   276   424   257   426 0.60 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta -           1216 F1409_NODE_1799_length_1138_cov_2.044321_1 -            378   0.00055   10.7   0.0   1   1   8.8e-06    0.0006   10.6   0.0   675   750   150   222   150   351 0.86 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -           1216 F1409_NODE_1832_length_1127_cov_2.578358_1 -            375   9.5e-67  218.2   0.0   1   1   1.4e-67   1.2e-66  217.9   0.0   560   872    29   325     8   344 0.86 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta          -            849 F1409_NODE_1832_length_1127_cov_2.578358_1 -            375     2e-63  207.1   0.1   1   1   2.9e-64   2.5e-63  206.8   0.1   387   709    23   345     6   373 0.81 -
Botybirnavirus.ALL_RdRp_Palmdb_0.4.fasta            -            622 F1409_NODE_1832_length_1127_cov_2.578358_1 -            375   1.1e-27   88.3   0.0   1   1   1.7e-28   1.4e-27   88.0   0.0   217   471    33   285    21   314 0.79 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta        -            925 F1409_NODE_1832_length_1127_cov_2.578358_1 -            375   9.8e-20   62.6   0.0   1   1   1.4e-20   1.2e-19   62.3   0.0   322   516    33   227     7   231 0.86 -
