vir_group	vir_sp_seq_ID_v2	phylo_virus_species	contig_ID	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1064	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1064_detect_F1064_round2_frame2	C31	F1339	F1064	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1065	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1065_detect_F1065_round2_frame2	C31	F1339	F1065	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1067	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1067_detect_F1067_round2_frame2	C31	F1339	F1067	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1085	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1085_detect_F1085_round2_frame2	C31	F1339	F1085	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1336	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1336_detect_F1336_round2_frame2	C31	F1339	F1336	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1339	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1339_detect_F1339_round2_frame2	C31	F1339	F1339	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1503	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1503_detect_F1503_round2_frame2	C31	F1339	F1503	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1504	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1504_detect_F1504_round2_frame2	C31	F1339	F1504	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1506	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1506_detect_F1506_round2_frame2	C31	F1339	F1506	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
Totiviridae	Adjoured_virus_F1191C7F1191	Adjoured_virus	F1191_NODE_7_length_7342_cov_35.660217	F1191_NODE_7_length_7342_cov_35.660217_F1191_MapVerif_F1191_detect_F1191_round2_F1191_round3_frame2_1	C7	F1191	F1191	proposed novel species, phylogenetically related to other mosquito totiviruses, ~50% RdRp aa similarity to closest relative species	_	Aedes_gardneri_toti_like_virus	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1194; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27	dsRNA	segmented	Chrymotiviricetes	2	27	Aedes
Reoviridae	Forfical_virus_F1194C164F1194	Forfical_virus	F1194_NODE_164_length_3752_cov_1084.265350	F1194_NODE_164_length_3752_cov_1084.265350_F1194_MapVerif_F1194_detect_F1194_round2_F1194_round3_frame3_1	C164	F1194	F1194	phylogenetically related, not high enough RdRp similarity: ~65% aa	_	NA	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1191; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27	dsRNA	segmented	Resentoviricetes	3	27	Aedes
Partitiviridae	Bryonkle_virus_F1193C250F1193	Bryonkle_virus	F1193_NODE_250_length_1595_cov_322.071429	F1193_NODE_250_length_1595_cov_322.071429_F1193_MapVerif_F1193_detect_F1193_round2_F1193_round3_frame1_1	C250	F1193	F1193	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Phramaoy_Aedes_partiti_like_virus	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	_	cluster27	dsRNA	segmented	Pisuviricota	4	27	Aedes
Virgaviridae	Binsibes_virus_F1191C4F1191	Binsibes_virus	F1191_NODE_4_length_9750_cov_4006.621454	F1191_NODE_4_length_9750_cov_4006.621454_F1191_MapVerif_F1191_detect_F1191_round2_F1191_round3_frame3_1	C4	F1191	F1191	phylogenetically related, not high enough RdRp aa similarity ~52%	new species, add the number 8 as it doesn't yet exist	Atrato_Virga_like_virus_8	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1194; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27	(+)ssRNA	non-segmented	Kitrinoviricota	12	27	Aedes
Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_47_F1347C3F1347	Erysiphe_necator_associated_ourmia_like_virus_47	F1347_NODE_3_length_2331_cov_1398.506591	F1347_NODE_3_length_2331_cov_1398.506591_F1347_round2_F1347_detect_F1347_round2_F1347_round3_frame1_1	C3	F1347	F1347	phylogenetically related, high RdRp aa similarity ~88%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	_	cluster27	(+)ssRNA	non-segmented	Lenarviricota	19	27	Aedes
Reoviridae	Forfical_virus_F1194C164F1197	Forfical_virus	F1194_NODE_164_length_3752_cov_1084.265350	F1194_NODE_164_length_3752_cov_1084.265350_F1194_MapVerif_F1197_detect_F1197_round2_F1197_round3_frame3_1	C164	F1194	F1197	phylogenetically related, not high enough RdRp similarity: ~65% aa	_	NA	Aedes gardneri	misannotated	Aedes albopictus	_	cluster28	dsRNA	segmented	Resentoviricetes	3	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1016	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1016_detect_F1016_round2_F1016_round3_frame3_1	C31	F1517	F1016	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1017	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1017_detect_F1017_round2_F1017_round3_frame3_1	C31	F1517	F1017	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1070	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1070_detect_F1070_round2_F1070_round3_frame3_1	C31	F1517	F1070	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1071	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1071_detect_F1071_round2_F1071_round3_frame3_1	C31	F1517	F1071	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1078	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1078_detect_F1078_round2_F1078_round3_frame3_1	C31	F1517	F1078	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1083	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1083_detect_F1083_round2_F1083_round3_frame3_1	C31	F1517	F1083	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1171	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1171_detect_F1171_round2_F1171_round3_frame3_1	C31	F1517	F1171	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1351	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1351_detect_F1351_round2_F1351_round3_frame3_1	C31	F1517	F1351	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1352	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1352_detect_F1352_round2_F1352_round3_frame3_1	C31	F1517	F1352	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1517	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1517_detect_F1517_round2_F1517_round3_frame3_1	C31	F1517	F1517	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Pisuviricota	8	28	Aedes
Endornaviridae	Melvanize_virus_F1352C2F1352	Melvanize_virus	F1352_NODE_2_length_15650_cov_128.103110	F1352_NODE_2_length_15650_cov_128.103110_F1352_MapVerif_F1352_detect_F1352_round2_F1352_round3_frame3_1	C2	F1352	F1352	phylogenetically related, not high RdRp similarity: ~35% aa to QXF30352 (55% nt) only in the aligned small region. Full polyprot identity is 28% with QBB21108 and 45%nt of the full genome.	75% (genomic) https://talk.ictvonline.org/ictv-reports/ictv_9th_report/dsrna-viruses-2011/w/dsrna_viruses/182/endornaviridae	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Kitrinoviricota	11	28	Aedes
Endornaviridae	Morruptic_virus_F1352C3F1352	Morruptic_virus	F1352_NODE_3_length_14598_cov_105.777212	F1352_NODE_3_length_14598_cov_105.777212_F1352_MapVerif_F1352_detect_F1352_round2_F1352_round3_frame2_1	C3	F1352	F1352	phylogenetically related, not high polyprot similarity: ~48% aa to QGA70905 (57% nt).	75% (genomic) https://talk.ictvonline.org/ictv-reports/ictv_9th_report/dsrna-viruses-2011/w/dsrna_viruses/182/endornaviridae	NA	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Kitrinoviricota	11	28	Aedes
Flaviviridae	Aedes_flavivirus_F1161C1F1161	Aedes_flavivirus	F1161_NODE_1_length_11153_cov_400.498018	F1161_NODE_1_length_11153_cov_400.498018_F1161_MapVerif_F1161_detect_F1161_r2_frame2	C1	F1161	F1161	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Aedes_flavivirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Kitrinoviricota	14	28	Aedes
Narnaviridae	Cumumbo_virus_F1509C206F1509	Cumumbo_virus	F1509_NODE_206_length_2353_cov_3.070496	F1509_NODE_206_length_2353_cov_3.070496_F1509_MapVerif_F1509_detect_F1509_round2_F1509_round3_frame2_1	C206	F1509	F1509	phylogenetically related, not high enough RdRp similarity: ~27% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	17	28	Aedes
Narnaviridae	Plasmopara_viticola_lesion_associated_narnavirus_34_F1012C86F1012	Plasmopara_viticola_lesion_associated_narnavirus_34	F1012_NODE_86_length_3331_cov_4.913614	F1012_NODE_86_length_3331_cov_4.913614_F1012_MapVerif_F1012_detect_F1012_round2_F1012_round3_frame3_1	C86	F1012	F1012	phylogenetically related, high RdRp similarity up to ~81% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	17	28	Aedes
Botourmiaviridae	Bremia_lactucae_associated_ourmia_like_virus_1_F1015C579F1015	Bremia_lactucae_associated_ourmia_like_virus_1	F1015_NODE_579_length_2145_cov_6.731100	F1015_NODE_579_length_2145_cov_6.731100_F1015_round2_F1015_detect_F1015_round2_F1015_round3_frame1_1	C579	F1015	F1015	phylogenetically related, high RdRp aa similarity ~90-93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae, Bremia_lactucae_associated_ourmia_like_virus_1 was submitted earlier	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Cogillar_virus_F1353C7F1353	Cogillar_virus	F1353_NODE_7_length_2498_cov_283.717560	F1353_NODE_7_length_2498_cov_283.717560_F1353_round2_F1353_detect_F1353_round2_F1353_round3_frame3_1	C7	F1353	F1353	phylogenetically related, not high enough RdRp aa similarity ~63%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex sinensis	misannotated	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_14_F1017C110F1017	Erysiphe_necator_associated_ourmia_like_virus_14	F1017_NODE_110_length_2473_cov_34.363110	F1017_NODE_110_length_2473_cov_34.363110_F1017_round2_F1017_detect_F1017_round2_F1017_round3_frame1_1	C110	F1017	F1017	phylogenetically related, high RdRp aa similarity ~73-74%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_81_F1361C262F1015	Erysiphe_necator_associated_ourmia_like_virus_81	F1361_NODE_262_length_2334_cov_50.104871	F1361_NODE_262_length_2334_cov_50.104871_F1361_round2_F1015_detect_F1015_round2_F1015_round3_frame2_1	C262	F1361	F1015	phylogenetically related, high RdRp aa similarity ~91%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_81_F1361C262F1171	Erysiphe_necator_associated_ourmia_like_virus_81	F1361_NODE_262_length_2334_cov_50.104871	F1361_NODE_262_length_2334_cov_50.104871_F1361_round2_F1171_detect_F1171_round2_F1171_round3_frame2_1	C262	F1361	F1171	phylogenetically related, high RdRp aa similarity ~91%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Funkelyfabi_virus_F1070C95F1070	Funkelyfabi_virus	F1070_NODE_95_length_2371_cov_2.746114	F1070_NODE_95_length_2371_cov_2.746114_F1070_round2_F1070_detect_F1070_round2_F1070_round3_frame1_1	C95	F1070	F1070	phylogenetically related, not high enough RdRp aa similarity ~60%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50_F1012C304F1012	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50	F1012_NODE_304_length_2419_cov_54.767343	F1012_NODE_304_length_2419_cov_54.767343_F1012_round2_F1012_detect_F1012_round2_F1012_round3_frame2_1	C304	F1012	F1012	phylogenetically related, high RdRp aa similarity ~96%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Botourmiaviridae	Plasmopara_viticola_lesion_associated_ourmia_like_virus_90_F1156C25F1345	Plasmopara_viticola_lesion_associated_ourmia_like_virus_90	F1156_NODE_25_length_2967_cov_121.096841	F1156_NODE_25_length_2967_cov_121.096841_F1156_round2_F1345_detect_F1345_round2_F1345_round3_frame3_1	C25	F1156	F1345	phylogenetically related, high RdRp aa similarity ~88%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
Rhabdoviridae	Ausist_virus_F1341C1F1003	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212	F1341_NODE_1_length_10408_cov_43.617212_F1003_detect_F1003_round2_F1003_round3_frame1_1	C1	F1341	F1003	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
Rhabdoviridae	Ausist_virus_F1341C1F1079	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212	F1341_NODE_1_length_10408_cov_43.617212_F1079_detect_F1079_round2_F1079_round3_frame2_1	C1	F1341	F1079	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
Rhabdoviridae	Ausist_virus_F1341C1F1167	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212	F1341_NODE_1_length_10408_cov_43.617212_F1167_detect_F1167_round2_F1167_round3_frame3_1	C1	F1341	F1167	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
Rhabdoviridae	Ausist_virus_F1341C1F1337	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212	F1341_NODE_1_length_10408_cov_43.617212_F1337_detect_F1337_round2_F1337_round3_frame2_1	C1	F1341	F1337	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes aegypti	misannotated	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
Rhabdoviridae	Ausist_virus_F1341C1F1341	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212	F1341_NODE_1_length_10408_cov_43.617212_F1341_detect_F1341_round2_F1341_round3_frame2_1	C1	F1341	F1341	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
Rhabdoviridae	Ausist_virus_F1341C1F1344	Ausist_virus	F1341_NODE_1_length_10408_cov_43.617212	F1341_NODE_1_length_10408_cov_43.617212_F1344_detect_F1344_round2_F1344_round3_frame1_1	C1	F1341	F1344	phylogenetically forming a separate group, not high enough RdRp aa similarity to the 2 closest equidistant sister clades ~47%	All samples are clearly Aedes albopictus, so I can name directly after the host species	Aedes_albopictus_rhabdovirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	21	28	Aedes
Xinmoviridae	Aedes_albopictus_anphevirus_F1016C1F1016	Aedes_albopictus_anphevirus	F1016_NODE_1_length_12433_cov_88.195427	F1016_NODE_1_length_12433_cov_88.195427_F1016_MapVerif_F1016_detect_F1016_round2_frame3_1	C1	F1016	F1016	phylogenetically related, high RdRp aa similarity ~99%, high genome nt similarity ~97%	_	Aedes_albopictus_anphevirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	non-segmented	Monjiviricetes	22	28	Aedes
Phasmaviridae	Aedes_phasmavirus_F1083C4F1083	Aedes_phasmavirus	F1083_NODE_4_length_6674_cov_338.451730	F1083_NODE_4_length_6674_cov_338.451730_F1083_MapVerif_F1083_detect_F1083_round2_F1083_round3_frame1_1	C4	F1083	F1083	phylogenetically related, high RdRp aa similarity ~99.7%	same host species Aedes albopictus. There are 2 synonyms, but Barstukas_virus was submitted later than Aedes phasmavirus, so I use the latter name	Aedes_phasmavirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	segmented	Bunyavirales	24	28	Aedes
Phasmaviridae	Aedes_phasmavirus_F1083C4F1520	Aedes_phasmavirus	F1083_NODE_4_length_6674_cov_338.451730	F1083_NODE_4_length_6674_cov_338.451730_F1083_MapVerif_F1520_detect_F1520_round2_F1520_round3_frame1_1	C4	F1083	F1520	phylogenetically related, high RdRp aa similarity ~99.7%	same host species Aedes albopictus. There are 2 synonyms, but Barstukas_virus was submitted later than Aedes phasmavirus, so I use the latter name	Aedes_phasmavirus	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(-)ssRNA	segmented	Bunyavirales	24	28	Aedes
Solemoviridae	Guangzhou_sobemo_like_virus_F1517C31F1073	Guangzhou_sobemo_like_virus	F1517_NODE_31_length_3050_cov_4493.100501	F1517_NODE_31_length_3050_cov_4493.100501_F1517_MapVerif_F1073_detect_F1073_round2_F1073_round3_frame3_1	C31	F1517	F1073	phylogenetically related, high genome similarity up to ~98% nt	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Aedes albopictus	could not be analyzed	NA	SKA did not work for these samples	unconfirmed	(+)ssRNA	non-segmented	Pisuviricota	8	100	NA
