orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
F1339_NODE_31_length_6863_cov_3148.768801_2	F1339_NODE_31_length_6863_cov_3148.768801	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6784	128	REVERSE	6656	ATQ62689.1	2217	99.3	2217	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	99.3	Phasi_Charoen_like_virus	Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1336	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1336_detect_F1336_round2_frame2	C31	F1339	F1336	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
F1339_NODE_31_length_6863_cov_3148.768801_2	F1339_NODE_31_length_6863_cov_3148.768801	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6784	128	REVERSE	6656	ATQ62689.1	2217	99.3	2217	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	99.3	Phasi_Charoen_like_virus	Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1339	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1339_detect_F1339_round2_frame2	C31	F1339	F1339	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
F1339_NODE_31_length_6863_cov_3148.768801_2	F1339_NODE_31_length_6863_cov_3148.768801	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6784	128	REVERSE	6656	ATQ62689.1	2217	99.3	2217	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	99.3	Phasi_Charoen_like_virus	Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1503	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1503_detect_F1503_round2_frame2	C31	F1339	F1503	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
F1339_NODE_31_length_6863_cov_3148.768801_2	F1339_NODE_31_length_6863_cov_3148.768801	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6784	128	REVERSE	6656	ATQ62689.1	2217	99.3	2217	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	99.3	Phasi_Charoen_like_virus	Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1504	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1504_detect_F1504_round2_frame2	C31	F1339	F1504	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
F1339_NODE_31_length_6863_cov_3148.768801_2	F1339_NODE_31_length_6863_cov_3148.768801	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	6784	128	REVERSE	6656	ATQ62689.1	2217	99.3	2217	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	99.3	Phasi_Charoen_like_virus	Phenuiviridae	Phasi_Charoen_like_virus_F1339C31F1506	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801_F1339_MapVerif_F1506_detect_F1506_round2_frame2	C31	F1339	F1506	phylogenetically related, high genetic similarity	NA	Phasi_Charoen_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(-)ssRNA	segmented	Bunyavirales	25	26	Aedes
F1339_NODE_266_length_3313_cov_7.505832_2	F1339_NODE_266_length_3313_cov_7.505832	G	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	2317	764	REVERSE	1553	QDH86440.1	488	43.8	486	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Riboviria sp.	43.8	Gatopsed_virus	Tombusviridae	Gatopsed_virus_F1339C266F1339	Gatopsed_virus	F1339_NODE_266_length_3313_cov_7.505832_F1339_MapVerif_F1339_detect_F1339_round2_F1339_round3_frame1_1	C266	F1339	F1339	phylogenetically related, not high enough RdRp similarity: ~43% aa to Riboviria sp. QDH86440.1	Less than 85% sequence identity in the CP (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/277/tombusviridae). Needs to be verified on CP dataset.	NA	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	15	26	Aedes
F1539_NODE_1_length_9238_cov_54.876511_1	F1539_NODE_1_length_9238_cov_54.876511	G	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	8612	207	REVERSE	8405	QNS17456.1	2779	65.7	2815	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Serbia picorna-like virus 1	65.7	F1539_NODE_1_length_9238_cov_54.876511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1539_NODE_12_length_6813_cov_660.129032_1	F1539_NODE_12_length_6813_cov_660.129032	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	2	6685	FORWARD	6683	QOI91450.1	2217	71	2215	Ellioviricetes	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	71	Ackless_virus	Phenuiviridae	Ackless_virus_F1539C12F1539	Ackless_virus	F1539_NODE_12_length_6813_cov_660.129032_F1539_MapVerif_F1539_detect_F1539_round2_frame2	C12	F1539	F1539	proposed new species name based on the host genus and genetic divergence (70% aa similarity of L segment with RefSeq reference of PCLV, 65% aa similarity with  the novel putative Mansonia phasivirus)	Putative novel species	Coquillettidia_phasivirus	Coquillettidia crassipes	correct	Coquillettidia crassipes	_	cluster2	(-)ssRNA	segmented	Bunyavirales	25	2	Coquillettidia
F1194_NODE_164_length_3752_cov_1084.265350_1	F1194_NODE_164_length_3752_cov_1084.265350	G	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	3684	43	REVERSE	3641	YP_009104379.1	1233	65.2	1224	Reovirales	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Dinovernavirus	Fako virus	65.2	Forfical_virus	Reoviridae	Forfical_virus_F1194C164F1194	Forfical_virus	F1194_NODE_164_length_3752_cov_1084.265350_F1194_MapVerif_F1194_detect_F1194_round2_F1194_round3_frame3_1	C164	F1194	F1194	phylogenetically related, not high enough RdRp similarity: ~65% aa	_	NA	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	related to F1191; cluster with 2 sequences only and it is indeed related to other Aedes gardneri. It is most likely correct species assignment.	cluster27	dsRNA	segmented	Resentoviricetes	3	27	Aedes
F1194_NODE_164_length_3752_cov_1084.265350_1	F1194_NODE_164_length_3752_cov_1084.265350	G	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	3684	43	REVERSE	3641	YP_009104379.1	1233	65.2	1224	Reovirales	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Dinovernavirus	Fako virus	65.2	Forfical_virus	Reoviridae	Forfical_virus_F1194C164F1197	Forfical_virus	F1194_NODE_164_length_3752_cov_1084.265350_F1194_MapVerif_F1197_detect_F1197_round2_F1197_round3_frame3_1	C164	F1194	F1197	phylogenetically related, not high enough RdRp similarity: ~65% aa	_	NA	Aedes gardneri	misannotated	Aedes albopictus	_	cluster28	dsRNA	segmented	Resentoviricetes	3	28	Aedes
F1032_NODE_1_length_13213_cov_14.139915_4	F1032_NODE_1_length_13213_cov_14.139915	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	6862	13110	FORWARD	6248	ASA47413.1	2079	71.2	2073	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Doupovirus	Doupovirus australiaense	71.2	F1032_NODE_1_length_13213_cov_14.139915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1032_NODE_17_length_3181_cov_1736.585413_2	F1032_NODE_17_length_3181_cov_1736.585413	N	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1507	92	REVERSE	1415	QRW41864.1	441	83.8	437	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Kellev virus	83.8	F1032_NODE_17_length_3181_cov_1736.585413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1497_NODE_7_length_5809_cov_200.726625_1	F1497_NODE_7_length_5809_cov_200.726625	N	Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	5807	132	REVERSE	5675	ALO50138.1	1892	77.2	1894	Duplornaviricota	Duplornaviricota	NA	NA	NA	NA	Wallemia sebi mycovirus 1	77.2	F1497_NODE_7_length_5809_cov_200.726625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1497_NODE_15_length_4526_cov_148.730485_2	F1497_NODE_15_length_4526_cov_148.730485	N	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	1881	4490	FORWARD	2609	YP_009507829.1	1500	44.3	878	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Scheffersomyces segobiensis virus L	44.3	F1497_NODE_15_length_4526_cov_148.730485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1497_NODE_21_length_4260_cov_380.850178_2	F1497_NODE_21_length_4260_cov_380.850178	G	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	2554	932	REVERSE	1622	QXN75445.1	494	59.2	493	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	NA	Grapevine-associated tombus-like virus 4	59.2	Getately_virus	Tombusviridae	Getately_virus_F1497C21F1497	Getately_virus	F1497_NODE_21_length_4260_cov_380.850178_F1497_MapVerif_F1497_detect_F1497_round2_F1497_round3_frame3_1	C21	F1497	F1497	phylogenetically related, not high enough RdRp similarity: ~59% aa to QXN75445	Less than 85% sequence identity in the CP (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/277/tombusviridae). Needs to be verified on CP dataset.	NA	Mansonia uniformis	misannotated, mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	(+)ssRNA	non-segmented	Kitrinoviricota	15	11	Culex
F1497_NODE_40_length_3440_cov_12.563959_1	F1497_NODE_40_length_3440_cov_12.563959	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	12	3341	FORWARD	3329	UOK20161.1	1100	57.2	1078	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1	57.2	Counshes_virus	Chrysoviridae	Counshes_virus_F1497C40F1497	Counshes_virus	F1497_NODE_40_length_3440_cov_12.563959_F1497_MapVerif_F1497_detect_F1497_round2_F1497_round3_frame3_1	C40	F1497	F1497	phylogenetically related, not high enough RdRp similarity: ~53% aa	_	NA	Mansonia uniformis	misannotated, mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	dsRNA	segmented	Chrymotiviricetes	1	11	Culex
F1497_NODE_77_length_2882_cov_265.681995_2	F1497_NODE_77_length_2882_cov_265.681995	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2001	109	REVERSE	1892	QDB74980.1	574	72.7	571	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Penicillium miczynskii RNA virus 1	72.7	F1497_NODE_77_length_2882_cov_265.681995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1497_NODE_136_length_2378_cov_1144.077056_1	F1497_NODE_136_length_2378_cov_1144.077056	G	Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	2376	70	REVERSE	2306	QHG11072.1	763	75.1	763	Pisuviricota	Pisuviricota	NA	NA	NA	NA	Plasmopara viticola lesion associated polymycovirus 3	75.1	F1497_NODE_136_length_2378_cov_1144.077056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1414_NODE_269_length_1737_cov_116.394768_1	F1414_NODE_269_length_1737_cov_116.394768	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1684	68	REVERSE	1616	YP_052856.2	539	93.7	539	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Penicillium stoloniferum virus S	93.7	Penicillium_stoloniferum_virus_S	Partitiviridae	Penicillium_stoloniferum_virus_S_F1414C269F1414	Penicillium_stoloniferum_virus_S	F1414_NODE_269_length_1737_cov_116.394768_F1414_MapVerif_F1414_detect_F1414_round2_F1414_round3_frame3_1	C269	F1414	F1414	phylogenetically related, high RdRp aa similarity ~93%	_	Penicillium_stoloniferum_virus_S	Culex bitaeniorhynchus	correct	Culex bitaeniorhynchus	_	cluster10	dsRNA	segmented	Pisuviricota	4	10	Culex
F1414_NODE_269_length_1737_cov_116.394768_1	F1414_NODE_269_length_1737_cov_116.394768	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1684	68	REVERSE	1616	YP_052856.2	539	93.7	539	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Penicillium stoloniferum virus S	93.7	Penicillium_stoloniferum_virus_S	Partitiviridae	Penicillium_stoloniferum_virus_S_F1414C269F1456	Penicillium_stoloniferum_virus_S	F1414_NODE_269_length_1737_cov_116.394768_F1414_MapVerif_F1456_detect_F1456_round2_F1456_round3_frame3_1	C269	F1414	F1456	phylogenetically related, high RdRp aa similarity ~93%	_	Penicillium_stoloniferum_virus_S	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	dsRNA	segmented	Pisuviricota	4	11	Culex
F1416_NODE_2_length_4213_cov_738.883838_1	F1416_NODEs_39_8_2_finalCxFVlike	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	3	3848	FORWARD	3845	ARQ79718.1	3277	71.8	1286	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Culex flavivirus	71.8	Accesaty_virus	Flaviviridae	Accesaty_virus_F1416C39C8C2F1416	Accesaty_virus	F1416_NODEs_39_8_2_finalCxFVlike_F1416_MapVerif_F1416_detect_F1416_r2_frame3	C39C8C2	F1416	F1416	phylogenetically divergent, basal to ref species; low polyprotein similarity ~69%; same host genus	Almost equidistant from Culex flavivirus and Culex theileri flavivirus. If we can verify that the host species is Culex brevipalpis and the assembly is okay, we can propose new species Culex_brevipalpis_flavivirus	Culex_flavivirus_like	Culex brevipalpis	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	_	cluster5	(+)ssRNA	non-segmented	Kitrinoviricota	14	5	Culex
F1015_NODE_16_length_5365_cov_6.108851_2	F1015_NODE_16_length_5365_cov_6.108851	N	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	1069	2880	FORWARD	1811	QKF95588.1	566	100	566	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	NA	Zizania latifolia tombusvirus	100	Zizania_latifolia_tombusvirus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1015_NODE_579_length_2145_cov_6.731100_1	F1015_NODE_579_length_2145_cov_6.731100	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	1	1896	FORWARD	1895	QIP68025.1	618	91.7	618	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	91.7	Bremia_lactucae_associated_ourmia_like_virus_1_subsp1	Botourmiaviridae	Bremia_lactucae_associated_ourmia_like_virus_1_F1015C579F1292	Bremia_lactucae_associated_ourmia_like_virus_1	F1015_NODE_579_length_2145_cov_6.731100_F1015_round2_F1292_detect_F1292_round2_F1292_round3_frame1_1	C579	F1015	F1292	phylogenetically related, high RdRp aa similarity ~90-93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae, Bremia_lactucae_associated_ourmia_like_virus_1 was submitted earlier	NA	Culex nigropunctatus	correct	Culex nigropunctatus	_	cluster6	(+)ssRNA	non-segmented	Lenarviricota	19	6	Culex
F1015_NODE_579_length_2145_cov_6.731100_1	F1015_NODE_579_length_2145_cov_6.731100	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	1	1896	FORWARD	1895	QIP68025.1	618	91.7	618	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	91.7	Bremia_lactucae_associated_ourmia_like_virus_1_subsp1	Botourmiaviridae	Bremia_lactucae_associated_ourmia_like_virus_1_F1015C579F1015	Bremia_lactucae_associated_ourmia_like_virus_1	F1015_NODE_579_length_2145_cov_6.731100_F1015_round2_F1015_detect_F1015_round2_F1015_round3_frame1_1	C579	F1015	F1015	phylogenetically related, high RdRp aa similarity ~90-93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae, Bremia_lactucae_associated_ourmia_like_virus_1 was submitted earlier	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
F1107_NODE_4_length_4693_cov_19.984260_1	F1107_NODE_4_length_4693_cov_19.984260	N	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	391	4554	FORWARD	4163	QMP82217.1	2124	73	1388	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Lepidopteran rhabdo-related virus OKIAV3	73	F1107_NODE_4_length_4693_cov_19.984260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1102_NODE_96_length_4042_cov_224.580637_1	F1102_NODE_96_length_4042_cov_224.580637	G	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	4042	47	REVERSE	3995	QRW41688.1	1276	59.8	1285	Reovirales	Duplornaviricota	Resentoviricetes	Reovirales	NA	NA	Lasigmu virus	59.8	Erroyantry_virus	Reoviridae	Erroyantry_virus_F1102C96F1102	Erroyantry_virus	F1102_NODE_96_length_4042_cov_224.580637_F1102_MapVerif_F1102_detect_F1102_round2_F1102_round3_frame1_1	C96	F1102	F1102	phylogenetically related, not high enough RdRp similarity: ~60% aa	_	NA	Culex gelidus	correct	Culex gelidus	_	cluster8	dsRNA	segmented	Resentoviricetes	3	8	Culex
F1560_NODE_544_length_2623_cov_546.129283_1	F1560_NODE_544_length_2623_cov_546.129283	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	11	2557	FORWARD	2546	APG77159.1	750	32.9	771	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Hubei narna-like virus 20	32.9	F1560_NODE_544_length_2623_cov_546.129283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1070_NODE_95_length_2371_cov_2.746114_1	F1070_NODE_95_length_2371_cov_2.746114	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	436	2370	FORWARD	1934	QKI79944.1	745	67	522	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 115	67	Funkelyfabi_virus	Botourmiaviridae	Funkelyfabi_virus_F1070C95F1070	Funkelyfabi_virus	F1070_NODE_95_length_2371_cov_2.746114_F1070_round2_F1070_detect_F1070_round2_F1070_round3_frame1_1	C95	F1070	F1070	phylogenetically related, not high enough RdRp aa similarity ~60%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes
F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	10829	828	REVERSE	10001	QRW42815.1	3316	99.2	3316	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Hubei virga-like virus 2	99.2	Hubei_virga_like_virus_2_subsp1	Virgaviridae	Hubei_virga_like_virus_2_F1113C1F1428	Hubei_virga_like_virus_2	F1113_NODE_1_length_10941_cov_118.625023_F1113_MapVerif_F1428_detect_F1428_round2_F1428_round3_frame3_1	C1	F1113	F1428	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	10829	828	REVERSE	10001	QRW42815.1	3316	99.2	3316	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Hubei virga-like virus 2	99.2	Hubei_virga_like_virus_2_subsp1	Virgaviridae	Hubei_virga_like_virus_2_F1113C1F1432	Hubei_virga_like_virus_2	F1113_NODE_1_length_10941_cov_118.625023_F1113_MapVerif_F1432_detect_F1432_round2_F1432_round3_frame3_1	C1	F1113	F1432	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	G	ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	10829	828	REVERSE	10001	QRW42815.1	3316	99.2	3316	Martellivirales	Kitrinoviricota	Alsuviricetes	Martellivirales	NA	NA	Hubei virga-like virus 2	99.2	Hubei_virga_like_virus_2_subsp1	Virgaviridae	Hubei_virga_like_virus_2_F1113C1F1433	Hubei_virga_like_virus_2	F1113_NODE_1_length_10941_cov_118.625023_F1113_MapVerif_F1433_detect_F1433_round2_F1433_round3_frame2_1	C1	F1113	F1433	phylogenetically related, high RdRp aa similarity ~93%	_	Hubei_virga_like_virus_2	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(+)ssRNA	non-segmented	Kitrinoviricota	12	17	Culex
F1115_NODE_44_length_2481_cov_121.967436_1	F1115_NODE_44_length_2481_cov_121.967436	N	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	2459	60	REVERSE	2399	QTW97780.1	799	99.9	799	Insthoviricetes	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	99.9	Wuhan_Mosquito_Virus_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1611_NODE_1_length_8792_cov_16.197093_1	F1611_NODE_1_length_8792_cov_16.197093	G	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	21	8792	FORWARD	8771	UHR49801.1	2984	31.4	2913	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Sanya iflavirus 2	31.4	Dunhowed_virus	Iflaviridae	Dunhowed_virus_F1611C1F1586	Dunhowed_virus	F1611_NODE_1_length_8792_cov_16.197093_F1611_MapVerif_F1586_detect_F1586_round2_F1586_round3_frame3_1	C1	F1611	F1586	phylogenetically related, not high enough structural part similarity: ~30-32% aa (28-30% full polyprotein) with Perina nuda virus or Diamondback moth iflavirus or Spodoptera_exigua_iflavirus_2_AHX00961.1	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/iflaviridae . >=90% aa identity of capsid proteins to consider as one species.	NA	Culex sinensis	internally divergent	Culex sinensis	_	cluster12	(+)ssRNA	non-segmented	Pisuviricota	6	12	Culex
F1611_NODE_1_length_8792_cov_16.197093_1	F1611_NODE_1_length_8792_cov_16.197093	G	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	21	8792	FORWARD	8771	UHR49801.1	2984	31.4	2913	Picornavirales	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Sanya iflavirus 2	31.4	Dunhowed_virus	Iflaviridae	Dunhowed_virus_F1611C1F1611	Dunhowed_virus	F1611_NODE_1_length_8792_cov_16.197093_F1611_MapVerif_F1611_detect_F1611_round2_F1611_round3_frame3_1	C1	F1611	F1611	phylogenetically related, not high enough structural part similarity: ~30-32% aa (28-30% full polyprotein) with Perina nuda virus or Diamondback moth iflavirus or Spodoptera_exigua_iflavirus_2_AHX00961.1	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/iflaviridae . >=90% aa identity of capsid proteins to consider as one species.	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Pisuviricota	6	15	Culex
