nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
NA	Aedes_aegypti_virga_like_virus_subsp2_F1061C159F1059	Aedes_aegypti_virga_like_virus_subsp2_F1061C159F1059	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C159	F1061	F1059	F1061_NODE_159_length_4490_cov_42.580383_2	F1061_NODE_159_length_4490_cov_42.580383	Aedes aegypti	correct	Aedes aegypti	_	cluster26
NA	Aedes_aegypti_virga_like_virus_subsp2_F1061C159F1061	Aedes_aegypti_virga_like_virus_subsp2_F1061C159F1061	Aedes aegypti	Aedes	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C159	F1061	F1061	F1061_NODE_159_length_4490_cov_42.580383_2	F1061_NODE_159_length_4490_cov_42.580383	Aedes aegypti	correct	Aedes aegypti	_	cluster26
NA	Parry_s_Creek_negev_like_virus_1_F1103C1F1103	Parry_s_Creek_negev_like_virus_1_F1103C1F1103	Culex gelidus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1103	F1103	F1103_NODE_1_length_10799_cov_1076.610853_1	F1103_NODE_1_length_10799_cov_1076.610853	Culex gelidus	correct	Culex gelidus	_	cluster8
NA	Parry_s_Creek_negev_like_virus_1_F1103C1F1103	Parry_s_Creek_negev_like_virus_1_F1103C1F1103	Culex gelidus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1103	F1103	F1103_NODE_1_length_10799_cov_1076.610853_1	F1103_NODE_1_length_10799_cov_1076.610853	Culex gelidus	correct	Culex gelidus	_	cluster8
NA	Parry_s_Creek_negev_like_virus_1_F1103C1F1107	Parry_s_Creek_negev_like_virus_1_F1103C1F1107	Culex gelidus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1103	F1107	F1103_NODE_1_length_10799_cov_1076.610853_1	F1103_NODE_1_length_10799_cov_1076.610853	Culex gelidus	correct	Culex gelidus	_	cluster8
NA	Parry_s_Creek_negev_like_virus_1_F1103C1F1107	Parry_s_Creek_negev_like_virus_1_F1103C1F1107	Culex gelidus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1103	F1107	F1103_NODE_1_length_10799_cov_1076.610853_1	F1103_NODE_1_length_10799_cov_1076.610853	Culex gelidus	correct	Culex gelidus	_	cluster8
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1113	Hubei_virga_like_virus_2_subsp1_F1113C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1113	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1113	Hubei_virga_like_virus_2_subsp1_F1113C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1113	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1113	Hubei_virga_like_virus_2_subsp1_F1113C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1113	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1118	Hubei_virga_like_virus_2_subsp1_F1113C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1118	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1118	Hubei_virga_like_virus_2_subsp1_F1113C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1118	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1118	Hubei_virga_like_virus_2_subsp1_F1113C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1118	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1119	Hubei_virga_like_virus_2_subsp1_F1113C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1119	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1119	Hubei_virga_like_virus_2_subsp1_F1113C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1119	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1119	Hubei_virga_like_virus_2_subsp1_F1113C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1119	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1120	Hubei_virga_like_virus_2_subsp1_F1113C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1120	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1120	Hubei_virga_like_virus_2_subsp1_F1113C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1120	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1120	Hubei_virga_like_virus_2_subsp1_F1113C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1120	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1122	Hubei_virga_like_virus_2_subsp1_F1113C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1122	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1122	Hubei_virga_like_virus_2_subsp1_F1113C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1122	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1122	Hubei_virga_like_virus_2_subsp1_F1113C1F1122	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1122	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1125	Hubei_virga_like_virus_2_subsp1_F1113C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1125	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1125	Hubei_virga_like_virus_2_subsp1_F1113C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1125	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1125	Hubei_virga_like_virus_2_subsp1_F1113C1F1125	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1113	F1125	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1422	Hubei_virga_like_virus_2_subsp1_F1113C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1422	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1422	Hubei_virga_like_virus_2_subsp1_F1113C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1422	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1422	Hubei_virga_like_virus_2_subsp1_F1113C1F1422	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1422	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1426	Hubei_virga_like_virus_2_subsp1_F1113C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1426	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1426	Hubei_virga_like_virus_2_subsp1_F1113C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1426	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1426	Hubei_virga_like_virus_2_subsp1_F1113C1F1426	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1426	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1428	Hubei_virga_like_virus_2_subsp1_F1113C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1428	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1428	Hubei_virga_like_virus_2_subsp1_F1113C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1428	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1428	Hubei_virga_like_virus_2_subsp1_F1113C1F1428	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1428	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1432	Hubei_virga_like_virus_2_subsp1_F1113C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1432	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1432	Hubei_virga_like_virus_2_subsp1_F1113C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1432	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1432	Hubei_virga_like_virus_2_subsp1_F1113C1F1432	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1432	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1433	Hubei_virga_like_virus_2_subsp1_F1113C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1433	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1433	Hubei_virga_like_virus_2_subsp1_F1113C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1433	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1433	Hubei_virga_like_virus_2_subsp1_F1113C1F1433	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Kompong Thom	2019	NA	NA	C1	F1113	F1433	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1581	Hubei_virga_like_virus_2_subsp1_F1113C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1113	F1581	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1581	Hubei_virga_like_virus_2_subsp1_F1113C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1113	F1581	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp1_F1113C1F1581	Hubei_virga_like_virus_2_subsp1_F1113C1F1581	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Preah Vihear	2019	NA	NA	C1	F1113	F1581	F1113_NODE_1_length_10941_cov_118.625023_5	F1113_NODE_1_length_10941_cov_118.625023	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Hubei_virga_like_virus_2_subsp2_F1120C1F1113	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1113	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Hubei_virga_like_virus_2_subsp2_F1120C1F1118	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1118	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Hubei_virga_like_virus_2_subsp2_F1120C1F1119	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1119	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
NA	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Hubei_virga_like_virus_2_subsp2_F1120C1F1120	Culex quinquefasciatus	Culex	Cambodia	Cambodia:Sihanuokville	2019	NA	NA	C1	F1120	F1120	F1120_NODE_1_length_11041_cov_142.104315_2	F1120_NODE_1_length_11041_cov_142.104315	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17
